system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,Status_descriptions,primary_address_line_1,lon,lat
19K224,K224,P.S. 224 Hale A. Woodruff,DOE,General Academic,Elementary,Open,757 WORTMAN AVENUE,-73.866542,40.664143
21K225,K225,P.S. K225 - The Eileen E. Zaglin,DOE,General Academic,K-8,Open,1075 OCEAN VIEW AVENUE,-73.955856,40.58026
21K226,K226,P.S. 226 Alfred De B. Mason,DOE,General Academic,K-8,Open,6006 23 AVENUE,-73.977099,40.615405
20K227,K227,J.H.S. 227 Edward B. Shallow,DOE,General Academic,Junior High-Intermediate-Middle,Open,6500 16 AVENUE,-73.995961,40.622102
21K228,K228,I.S. 228 David A. Boody,DOE,General Academic,Junior High-Intermediate-Middle,Open,228 AVENUE S,-73.976801,40.60066
20K229,K229,P.S. 229 Dyker,DOE,General Academic,K-8,Open,1400 BENSON AVENUE,-74.013585,40.610331
15K230,K230,P.S. 230 Doris L. Cohen,DOE,General Academic,Elementary,Open,1 ALBEMARLE ROAD,-73.980515,40.645609
75K231,K231,P.S. K231,DOE,Special Education,K-8,Open,5601 16 AVENUE,-73.98925,40.626454
18K232,K232,I.S. 232 The Winthrop,DOE,General Academic,Junior High-Intermediate-Middle,Closed,905 WINTHROP STREET,-73.929,40.6584
18K233,K233,P.S. 233 Langston Hughes,DOE,General Academic,Elementary,Open,9301 AVENUE B,-73.914282,40.651642
21K400,K400,Lafayette High School,DOE,General Academic,High school,Closed,2630 BENSON AVENUE,-73.986313,40.593028
22K234,K234,J.H.S. 234 Arthur W. Cunningham,DOE,General Academic,Junior High-Intermediate-Middle,Open,1875 EAST  17 STREET,-73.955217,40.604447
18K235,K235,P.S. 235 Janice Marie Knight School,DOE,General Academic,K-8,Open,525 LENOX ROAD,-73.940922,40.655337
22K236,K236,P.S. 236 Mill Basin,DOE,General Academic,Elementary,Open,6302 AVENUE U,-73.912005,40.615494
21K238,K238,P.S. 238 Anne Sullivan,DOE,General Academic,K-8,Open,1633 EAST  8 STREET,-73.964586,40.608801
21K239,K239,Mark Twain I.S. 239 for the Gifted & Talented,DOE,General Academic,Junior High-Intermediate-Middle,Open,2401 NEPTUNE AVENUE,-73.992447,40.57864
22K240,K240,Andries Hudde,DOE,General Academic,Junior High-Intermediate-Middle,Open,2500 NOSTRAND AVENUE,-73.946836,40.623788
17K241,K241,P.S. 241 Emma L. Johnston,DOE,General Academic,Elementary,Open,976 PRESIDENT STREET,-73.960924,40.668913
16K243,K243,P.S. 243K- The Weeksville School,DOE,General Academic,Elementary,Open,1580 DEAN STREET,-73.935093,40.675675
18K244,K244,P.S. 244 Richard R. Green,DOE,General Academic,Elementary,Open,5404 TILDEN AVENUE,-73.925592,40.647851
22K245,K245,P.S. 245,DOE,General Academic,Elementary,Open,249 EAST 17TH STREET,-73.962743,40.644927
17K246,K246,M.S. 246 Walt Whitman,DOE,General Academic,Junior High-Intermediate-Middle,Open,72 VERONICA PLACE,-73.95348,40.648352
20K247,K247,P.S. 247 Brooklyn,DOE,General Academic,Elementary,Open,7000 21 AVENUE,-73.987195,40.612247
17K249,K249,P.S. 249 The Caton,DOE,General Academic,Elementary,Open,18 MARLBOROUGH ROAD,-73.966456,40.649509
14K250,K250,P.S. 250 George H. Lindsay,DOE,General Academic,Elementary,Open,108 MONTROSE AVENUE,-73.945659,40.706708
79K565,K565,HS Of Redirection,DOE,Alternative,High school,Closed,226 BRISTOL STREET,-73.9117,40.6659
22K251,K251,P.S. 251 Paerdegat,DOE,General Academic,Elementary,Open,1037 EAST  54 STREET,-73.923894,40.63195
18K252,K252,I.S. 252 Arthur S. Somers,DOE,General Academic,Junior High-Intermediate-Middle,Closed,1084 LENOX ROAD,-73.9201,40.6583
21K253,K253,P.S. 253,DOE,General Academic,Elementary,Open,601 OCEANVIEW AVENUE,-73.961962,40.580237
22K254,K254,P.S. 254 Dag Hammarskjold,DOE,General Academic,Elementary,Open,1801 AVENUE Y,-73.95155,40.591103
22K255,K255,P.S. 255 Barbara Reing School,DOE,General Academic,Elementary,Open,1866 EAST  17 STREET,-73.955891,40.604461
13K256,K256,P.S. 256 Benjamin Banneker,DOE,General Academic,Elementary,Open,114 KOSCIUSZKO STREET,-73.94961,40.690595
14K257,K257,P.S. 257 John F. Hylan,DOE,General Academic,Elementary,Open,60 COOK STREET,-73.941345,40.702759
13K258,K258,J.H.S. 258 David Ruggles,DOE,General Academic,Junior High-Intermediate-Middle,Closed,141 MACON STREET,-73.9454,40.6816
20K259,K259,J.H.S. 259 William McKinley,DOE,General Academic,Junior High-Intermediate-Middle,Open,7305 FT HAMILTON PARKWAY,-74.014633,40.626089
19K260,K260,P.S. 260 Breuckelen,DOE,General Academic,Elementary,Closed,875 WILLIAMS AVENUE,-73.893294,40.653368
15K261,K261,P.S. 261 Philip Livingston,DOE,General Academic,Elementary,Open,314 PACIFIC STREET,-73.988667,40.687218
16K262,K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,DOE,General Academic,Elementary,Open,500 MACON STREET,-73.930132,40.682949
20K264,K264,P.S. 264 Bay Ridge Elementary School For The Arts,DOE,General Academic,Elementary,Open,371 89th Street,-74.029444,40.621025
13K265,K265,Dr. Susan S. McKinney Secondary School of the Arts,DOE,General Academic,Secondary School,Open,101 PARK AVENUE,-73.976104,40.697177
13K266,K266,M.S. K266 - Park Place Community Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,62 PARK PLACE,-73.976648,40.678809
16K267,K267,"M.S. 267 Math, Science & Technology",DOE,General Academic,Junior High-Intermediate-Middle,Open,800 GATES AVENUE,-73.932066,40.68797
18K268,K268,P.S. 268 Emma Lazarus,DOE,General Academic,Elementary,Open,133 EAST  53 STREET,-73.92756,40.657421
22K269,K269,P.S. 269 Nostrand,DOE,General Academic,Elementary,Closed,1957 NOSTRAND AVENUE,-73.947672,40.637625
13K270,K270,P.S. 270 Johann DeKalb,DOE,General Academic,Elementary,Open,241 EMERSON PLACE,-73.961134,40.691275
23K271,K271,I.S. 271 John M. Coleman,DOE,General Academic,Junior High-Intermediate-Middle,Closed,121 SARATOGA AVENUE,-73.9171,40.6827
18K272,K272,P.S. 272 Curtis Estabrook,DOE,General Academic,Elementary,Open,101-24 SEAVIEW AVENUE,-73.886373,40.635542
19K273,K273,P.S. 273 Wortman,DOE,General Academic,Elementary,Open,923 JEROME STREET,-73.879276,40.6585
32K274,K274,P.S. 274 Kosciusko,DOE,General Academic,Elementary,Open,800 BUSHWICK AVENUE,-73.92818,40.694179
23K275,K275,IS 275 Thelma J. Hamilton,DOE,General Academic,Junior High-Intermediate-Middle,Closed,985 ROCKAWAY AVENUE,-73.9074,40.6566
18K276,K276,P.S. 276 Louis Marshall,DOE,General Academic,Elementary,Open,1070 EAST  83 STREET,-73.908436,40.634005
22K277,K277,P.S. 277 Gerritsen Beach,DOE,General Academic,Elementary,Open,2529 GERRITSEN AVENUE,-73.92785,40.595798
22K278,K278,J.H.S. 278 Marine Park,DOE,General Academic,Junior High-Intermediate-Middle,Open,1925 STUART STREET,-73.938721,40.606745
18K279,K279,P.S. 279 Herman Schreiber,DOE,General Academic,Elementary,Open,1070 EAST 104 STREET,-73.892797,40.644134
21K280,K280,IS 280 Brooklyn Studio School,DOE,General Academic,Junior High-Intermediate-Middle,Closed,8310 21ST AVENUE,-73.9944,40.6049
21K281,K281,I.S. 281 Joseph B Cavallaro,DOE,General Academic,Junior High-Intermediate-Middle,Open,8787 24 AVENUE,-73.993565,40.594648
13K282,K282,P.S. 282 Park Slope,DOE,General Academic,K-8,Open,180 6 AVENUE,-73.977983,40.676649
23K284,K284,"The Gregory Jocko Jackson School of Sports, Art, a",DOE,General Academic,K-8,Open,213 OSBORN STREET,-73.907634,40.666942
18K285,K285,I.S. 285 Meyer Levin,DOE,General Academic,Junior High-Intermediate-Middle,Open,5909 BEVERLY ROAD,-73.920784,40.647818
18K285,K285,I.S. 285 Meyer Levin,DOE,General Academic,Junior High-Intermediate-Middle,Open,5909 BEVERLY ROAD,-73.920784,40.647818
13K287,K287,P.S. 287 Bailey K. Ashford,DOE,General Academic,Elementary,Open,50 NAVY STREET,-73.98112,40.697856
21K288,K288,P.S. 288 The Shirley Tanyhill,DOE,General Academic,K-8,Open,2950 WEST  25 STREET,-73.992393,40.574029
17K289,K289,P.S. 289 George V. Brower,DOE,General Academic,Elementary,Open,900 ST MARKS AVENUE,-73.942401,40.674244
19K290,K290,P.S. 290 Juan Morel Campos,DOE,General Academic,Elementary,Open,135 SCHENCK AVENUE,-73.889375,40.678182
32K291,K291,J.H.S. 291 Roland Hayes,DOE,General Academic,Junior High-Intermediate-Middle,Open,231 PALMETTO STREET,-73.915217,40.695875
19K292,K292,J.H.S. 292 Margaret S. Douglas,DOE,General Academic,Junior High-Intermediate-Middle,Open,301 VERMONT STREET,-73.893319,40.671601
19K292,K292,J.H.S. 292 Margaret S. Douglas,DOE,General Academic,Junior High-Intermediate-Middle,Open,301 VERMONT STREET,-73.893319,40.671601
15K295,K295,P.S. 295,DOE,General Academic,Elementary,Open,330 18 STREET,-73.988743,40.660805
32K296,K296,I.S. 296 - The Anna Gonzalez Community School,DOE,General Academic,Junior High-Intermediate-Middle,Closed,125 COVERT STREET,-73.910589,40.688647
14K297,K297,P.S. 297 Abraham Stockton,DOE,General Academic,Elementary,Open,700 PARK AVENUE,-73.948166,40.697377
23K298,K298,P.S. 298 Dr. Betty Shabazz,DOE,General Academic,Elementary,Open,85 WATKINS STREET,-73.907718,40.671015
32K299,K299,P.S. 299 Thomas Warren Field,DOE,General Academic,Elementary,Open,88 WOODBINE STREET,-73.917899,40.690755
13K301,K301,Satellite East Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,31 NEW YORK AVENUE,-73.946381,40.679079
19K302,K302,J.H.S. 302 Rafael Cordero,DOE,General Academic,Junior High-Intermediate-Middle,Closed,350 LINWOOD STREET,-73.884211,40.677112
21K303,K303,I.S. 303 Herbert S. Eisenberg,DOE,General Academic,Junior High-Intermediate-Middle,Open,501 WEST AVENUE,-73.972009,40.582518
21K303,K303,I.S. 303 Herbert S. Eisenberg,DOE,General Academic,Junior High-Intermediate-Middle,Open,501 WEST AVENUE,-73.972009,40.582518
16K304,K304,P.S. 304 Casimir Pulaski,DOE,General Academic,Elementary,Closed,280 HART STREET,-73.9408,40.6941
13K305,K305,P.S. 305 Dr. Peter Ray,DOE,General Academic,Elementary,Open,344 MONROE STREET,-73.94573,40.685653
19K306,K306,P.S. 306 Ethan Allen,DOE,General Academic,Elementary,Open,970 VERMONT STREET,-73.88662,40.65534
13K307,K307,P.S. 307 Daniel Hale Williams,DOE,General Academic,Elementary,Open,209 YORK STREET,-73.981599,40.701789
16K308,K308,P.S. 308 Clara Cardwell,DOE,General Academic,K-8,Open,616 QUINCY STREET,-73.935509,40.688323
16K309,K309,P.S. 309 The George E. Wibecan Preparatory Academy,DOE,General Academic,Elementary,Open,794 MONROE STREET,-73.924422,40.6881
20K310,K310,The School For Future Leaders,DOE,General Academic,Elementary,Open,942 62ND STREET,-74.007533,40.632143
19K311,K311,Essence School,DOE,General Academic,Junior High-Intermediate-Middle,Closed,590 SHEFFIELD AVENUE,-73.894877,40.662243
22K312,K312,P.S. 312 Bergen Beach,DOE,General Academic,Elementary,Open,7103 AVENUE T,-73.909554,40.622442
13K313,K313,Dock Street School for STEAM Studies,DOE,General Academic,Junior High-Intermediate-Middle,Open,19 DOCK STREET,-73.992076,40.702952
22K315,K315,P.S. K315,DOE,General Academic,Elementary,Open,2310 GLENWOOD ROAD,-73.954269,40.632619
22K315,K315,P.S. K315,DOE,General Academic,Elementary,Open,2310 GLENWOOD ROAD,-73.954269,40.632619
17K316,K316,P.S. 316 Elijah Stroud,DOE,General Academic,Elementary,Open,750 CLASSON AVENUE,-73.961418,40.674685
14K317,K317,The Greenpoint Community Middle School At The John,DOE,General Academic,Junior High-Intermediate-Middle,"Initiated, never opened",424 LEONARD STREET,-73.947932,40.719818
14K318,K318,I.S. 318 Eugenio Maria De Hostos,DOE,General Academic,Junior High-Intermediate-Middle,Open,101 WALTON STREET,-73.948771,40.703034
14K319,K319,P.S. 319,DOE,General Academic,Early Childhood,Open,360 KEAP STREET,-73.953881,40.709632
15K321,K321,P.S. 321 William Penn,DOE,General Academic,Elementary,Open,180 7 AVENUE,-73.978633,40.671816
14K322,K322,Foundations Academy,DOE,General Academic,High school,Closed,70 TOMPKINS AVENUE,-73.947557,40.696698
23K323,K323,P.S./I.S. 323,DOE,General Academic,K-8,Open,210 CHESTER STREET,-73.911279,40.666187
19K325,K325,The Fresh Creek School,DOE,General Academic,Elementary,Open,875 WILLIAMS AVENUE,-73.893294,40.653368
22K326,K326,P.S. 326,DOE,General Academic,Early Childhood,Open,1800 UTICA AVENUE,-73.92825,40.628417
23K327,K327,P.S. 327 Dr. Rose B. English,DOE,General Academic,K-8,Open,111 BRISTOL STREET,-73.911788,40.668232
19K328,K328,P.S. 328 Phyllis Wheatley,DOE,General Academic,Elementary,Open,330 ALABAMA AVENUE,-73.898249,40.667985
21K329,K329,P.S. 329 Surfside,DOE,General Academic,Elementary,Open,2929 WEST  30 STREET,-73.99577,40.574666
14K330,K330,The School for the Urban Environment,DOE,General Academic,Junior High-Intermediate-Middle,Closed,70 TOMPKINS AVENUE,-73.947557,40.696698
84K333,K333,Explore Exceed Charter School,Charter,General Academic,K-8,Open,443 ST MARKS AVENUE,-73.960093,40.6771
17K334,K334,Middle School for Academic and Social Excellence,DOE,General Academic,Junior High-Intermediate-Middle,Closed,1224 PARK PLACE,-73.937601,40.67229
16K335,K335,P.S. 335 Granville T. Woods,DOE,General Academic,Elementary,Open,130 ROCHESTER AVENUE,-73.928673,40.674491
13K336,K336,Academy of Business and Community Development,DOE,General Academic,Secondary School,Closed,141 MACON STREET,-73.9456,40.68192
21K337,K337,International High School at Lafayette,DOE,General Academic,High school,Open,2630 BENSON AVENUE,-73.986313,40.593028
19K338,K338,School Of Integrated Academics And Performing Arts,DOE,General Academic,Junior High-Intermediate-Middle,"Initiated, never opened",800 VAN SICLEN AVE,-73.885704,40.659934
17K340,K340,I.S. 340,DOE,General Academic,Junior High-Intermediate-Middle,Open,227 STERLING PLACE,-73.970315,40.676357
21K344,K344,Rachel Carson High School for Coastal Studies,DOE,General Academic,High school,Open,521 WEST AVENUE,-73.972009,40.582518
21K344,K344,Rachel Carson High School for Coastal Studies,DOE,General Academic,High school,Open,521 WEST AVENUE,-73.972009,40.582518
19K345,K345,P.S. 345 Patrolman Robert Bolden,DOE,General Academic,Elementary,Open,111 BERRIMAN STREET,-73.879886,40.676207
19K346,K346,P.S. 346 Abe Stark,DOE,General Academic,Elementary,Open,1400 PENNSYLVANIA AVENUE,-73.881997,40.64664
32K347,K347,I.S. 347 School of Humanities,DOE,General Academic,Junior High-Intermediate-Middle,Open,35 STARR STREET,-73.927938,40.70081
21K348,K348,High School of Sports Management,DOE,General Academic,High school,Open,2630 BENSON AVENUE,-73.986313,40.593028
32K349,K349,"I.S. 349 Math, Science & Tech.",DOE,General Academic,Junior High-Intermediate-Middle,Open,35 STARR STREET,-73.927938,40.70081
13K350,K350,Urban Assembly School of Music and Art,DOE,General Academic,High school,Open,49 FLATBUSH AVENUE EXTENSION,-73.984528,40.69733
13K351,K351,The Urban Assembly Unison School,DOE,General Academic,Junior High-Intermediate-Middle,Open,170 GATES AVENUE,-73.960536,40.684286
17K352,K352,Ebbets Field Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,46 MCKEEVER PLACE,-73.959484,40.665199
17K353,K353,Elijah Stroud Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,750 CLASSON AVENUE,-73.961418,40.674685
17K354,K354,The School of Integrated Learning,DOE,General Academic,Junior High-Intermediate-Middle,Open,1224 PARK PLACE,-73.937601,40.67229
84K355,K355,Williamsburg Collegiate Charter School,Charter,General Academic,Junior High-Intermediate-Middle,Open,157 WILSON STREET,-73.962049,40.706069
84K356,K356,Achievement First Crown Heights Charter School,Charter,General Academic,K-12 all grades,Open,790 EAST NEW YORK AVENUE,-73.936313,40.662092
84K357,K357,KIPP AMP Charter School,Charter,General Academic,K-12 all grades,Open,1224 PARK PLACE,-73.937601,40.67229
84K358,K358,Achievement First East New York Charter School,Charter,General Academic,K-12 all grades,Open,557 PENNSYLVANIA AVENUE,-73.893328,40.664067
84K359,K359,The Uft Charter School,Charter,General Academic,High school,Open,800 VAN SICLEN AVE,-73.885704,40.659934
84K360,K360,Launch Expeditionary Learning Charter School,Charter,General Academic,Junior High-Intermediate-Middle,Open,1580 DEAN STREET,-73.935093,40.675675
22K361,K361,P.S. 361 East Flatbush Early Childhood School,DOE,General Academic,Elementary,Open,1957 NOSTRAND AVENUE,-73.947672,40.637625
84K362,K362,Hellenic Classical Charter School,Charter,General Academic,K-8,Open,646 FIFTH AVENUE,-73.992254,40.662985
23K363,K363,Brownsville Collaborative Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,85 WATKINS STREET,-73.907718,40.671015
19K364,K364,I.S. 364 Gateway,DOE,General Academic,Junior High-Intermediate-Middle,Open,1426 FREEPORT LOOP,-73.881115,40.646211
23K365,K365,District 23 HS#1,DOE,General Academic,High school,"Initiated, never opened",1495 HERKIMER STREET,-73.904143,40.677528
18K366,K366,The Science And Medicine Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,965 EAST 107TH STREET,-73.891743,40.647396
84K367,K367,Success Academy Charter School - Bed-Stuy 1,Charter,General Academic,K-8,Open,70 TOMPKINS AVENUE,-73.947557,40.696698
75K368,K368,P.S. 368,DOE,Special Education,K-12 all grades,Open,70 TOMPKINS AVENUE,-73.947557,40.696698
75K369,K369,P.S. K369 - Coy L. Cox School,DOE,Special Education,K-12 all grades,Open,383 STATE STREET,-73.983312,40.687432
75K370,K370,P.S. 370,DOE,Special Education,K-12 all grades,Open,3000 WEST 1 STREET,-73.969872,40.577709
75K371,K371,P.S. 371 - Lillian L. Rashkis,DOE,Special Education,High school,Open,355 37 STREET,-74.005168,40.654306
75K372,K372,P.S. 372 -The Children's School,DOE,Special Education,K-8,Open,512 CARROLL STREET,-73.9855,40.676198
75K373,K373,P.S. 373 - Brooklyn Transition Center,DOE,Special Education,High school,Open,185 ELLERY STREET,-73.945211,40.699214
17K375,K375,P.S. 375 Jackie Robinson School,DOE,General Academic,Elementary,Open,46 MCKEEVER PLACE,-73.959484,40.665199
32K376,K376,P.S. 376,DOE,General Academic,Elementary,Open,194 HARMAN STREET,-73.920187,40.69805
32K377,K377,P.S. 377 Alejandrina B. De Gautier,DOE,General Academic,K-8,Open,200 WOODBINE STREET,-73.915159,40.693542
15K378,K378,MS 378 Carroll Gardens C.S,DOE,General Academic,Junior High-Intermediate-Middle,Closed,610 HENRY STREET,-74.0014,40.6801
84K379,K379,Explore Excel Charter School,Charter,General Academic,K-8,Open,1077 REMSEN AVENUE,-73.90788,40.642684
14K380,K380,P.S. 380 John Wayne Elementary,DOE,General Academic,Elementary,Open,370 MARCY AVENUE,-73.953702,40.70179
22K381,K381,I. S. 381,DOE,General Academic,Junior High-Intermediate-Middle,Open,2500 NOSTRAND AVENUE,-73.946836,40.623788
17K382,K382,Academy for College Preparation and Career Explora,DOE,General Academic,Secondary School,Open,911 FLATBUSH AVENUE,-73.957173,40.649602
32K383,K383,J.H.S. 383 Philippa Schuyler,DOE,General Academic,Junior High-Intermediate-Middle,Open,1300 GREENE AVENUE,-73.919088,40.697898
32K384,K384,P.S. /I.S. 384 Frances E. Carter,DOE,General Academic,K-8,Open,242 COOPER STREET,-73.904695,40.689883
16K385,K385,"School of Business, Finance and Entrepreneurship",DOE,General Academic,Junior High-Intermediate-Middle,Closed,125 STUYVESANT AVENUE,-73.932254,40.691467
84K386,K386,Invictus Preparatory Charter School,Charter,General Academic,Junior High-Intermediate-Middle,Closed,370 FOUNTAIN AVENUE,-73.874537,40.67002
17K390,K390,M S 390 Maggie L. Walker,DOE,General Academic,Junior High-Intermediate-Middle,Closed,1224 PARK PLACE,-73.9372,40.6727
17K391,K391,I S 391 Mahalia Jackson,DOE,General Academic,Junior High-Intermediate-Middle,Closed,790 EAST NEW YORK AVENUE,-73.9364,40.6624
23K392,K392,I.S. 392,DOE,General Academic,Junior High-Intermediate-Middle,Open,104 SUTTER AVENUE,-73.91788,40.665553
16K393,K393,Frederick Douglass Academy IV Secondary School,DOE,General Academic,High school,Closed,125 STUYVESANT AVENUE,-73.932254,40.691467
17K394,K394,M.S. K394,DOE,General Academic,K-8,Open,188 ROCHESTER AVENUE,-73.928917,40.67271
84K395,K395,New Visions A.I.M. Charter High School I,Charter,Transfer School,High school,Open,1150 EAST NEW YORK AVENUE,-73.923881,40.666251
75K396,K396,P.S. K396,DOE,Special Education,K-8,Open,110 CHESTER STREET,-73.911788,40.668232
17K397,K397,P.S. 397 Foster-Laurie,DOE,General Academic,Elementary,Open,490 FENIMORE STREET,-73.946358,40.658663
17K398,K398,P.S. 398 Walter Weaver,DOE,General Academic,Elementary,Open,60 EAST  94 STREET,-73.927979,40.663388
17K399,K399,P.S. 399 Stanley Eugene Clark,DOE,General Academic,Elementary,Open,2707 ALBEMARLE ROAD,-73.951664,40.648277
23K401,K401,Christopher Avenue Community School,DOE,General Academic,Elementary,Open,51 CHRISTOPHER AVENUE,-73.906018,40.672216
32K403,K403,Academy for Excellence in Leadership,DOE,General Academic,High school,Open,400 IRVING AVENUE,-73.911751,40.696457
19K404,K404,Academy for Young Writers,DOE,General Academic,Secondary School,Open,1065 ELTON STREET,-73.874064,40.657266
22K405,K405,Midwood High School,DOE,General Academic,High school,Open,2839 BEDFORD AVENUE,-73.952356,40.632829
84K406,K406,"EMBER Charter School for Mindful Education, Innova",Charter,General Academic,K-8,Open,616 QUINCY STREET,-73.935509,40.688323
