system_code,location_code,location_name,Managed_by_name,location_type_description,Location_Category_Description,Status_descriptions,primary_address_line_1,lon,lat
84X419,X419,Bronx Academy of Promise Charter School,Charter,General Academic,K-8,Open,1349 INWOOD AVENUE,-73.919597,40.839503
84X422,X422,Icahn Charter School 3,Charter,General Academic,K-8,Open,1500 PELHAM PARKWAY SOUTH,-73.843013,40.856531
08X424,X424,The Hunts Point School,DOE,General Academic,Junior High-Intermediate-Middle,Open,730 BRYANT AVENUE,-73.885284,40.815827
11X425,X425,Evander Childs High School,DOE,General Academic,High school,Closed,800 EAST GUN HILL ROAD,-73.8619,40.8759
07X427,X427,Community School for Social Justice,DOE,General Academic,High school,Open,350 GERARD AVENUE,-73.92996,40.815712
84X429,X429,Charter High School for Law and Social Justice,Charter,General Academic,High school,Open,1960 UNIVERSITY AVENUE,-73.911708,40.853728
10X430,X430,Walton High School,DOE,General Academic,High school,Closed,2780 RESERVOIR AVENUE,-73.8983,40.8703
08X432,X432,Bronx Bridges High School,DOE,General Academic,High school,Open,1980 LAFAYETTE AVENUE,-73.85593,40.821218
10X433,X433,High School for Teaching and the Professions,DOE,General Academic,High school,Open,2780 RESERVOIR AVENUE,-73.897066,40.869061
10X434,X434,Belmont Preparatory High School,DOE,General Academic,High school,Open,500 EAST FORDHAM ROAD,-73.888625,40.859466
10X435,X435,Theodore Roosevelt Hs,DOE,General Academic,High school,Closed,500 EAST FORDHAM ROAD,-73.8881,40.86
10X437,X437,Fordham High School for the Arts,DOE,General Academic,High school,Open,500 EAST FORDHAM ROAD,-73.888625,40.859466
10X438,X438,Fordham Leadership Academy,DOE,General Academic,High school,Open,500 EAST FORDHAM ROAD,-73.888625,40.859466
10X439,X439,Bronx High School for Law and Community Service,DOE,General Academic,High school,Open,500 EAST FORDHAM ROAD,-73.888625,40.859466
10X440,X440,DeWitt Clinton High School,DOE,General Academic,High school,Open,100 WEST MOSHOLU PARKWAY SOUTH,-73.889011,40.879958
10X442,X442,"Celia Cruz Bronx High School of Music, The",DOE,General Academic,High school,Open,2780 RESERVOIR AVENUE,-73.897066,40.869061
09X443,X443,The Family School,DOE,General Academic,Elementary,Open,1116 SHERIDAN AVENUE,-73.917526,40.831873
10X445,X445,The Bronx High School of Science,DOE,General Academic,High school,Open,75 WEST 205 STREET,-73.889011,40.879958
12X446,X446,Arturo A. Schomburg Satellite Academy Bronx,DOE,Transfer School,High school,Open,1010 REV. J. A. POLITE AVENUE,-73.898265,40.823124
10X447,X447,Creston Academy,DOE,General Academic,Junior High-Intermediate-Middle,Open,125 EAST 181 STREET,-73.903139,40.855337
08X448,X448,Soundview Academy for Culture and Scholarship,DOE,General Academic,Junior High-Intermediate-Middle,Open,885 BOLTON AVENUE,-73.859998,40.822925
09X449,X449,Grant Avenue Elementary School,DOE,General Academic,Elementary,Open,250 EAST 164 STREET,-73.917705,40.828009
08X450,X450,Adlai E. Stevenson High School,DOE,General Academic,High school,Closed,1980 LAFAYETTE AVENUE,-73.8562,40.8223
08X452,X452,Gotham Collaborative High School,DOE,General Academic,High school,Open,1980 LAFAYETTE AVENUE,-73.85593,40.821218
09X454,X454,Science and Technology Academy: A Mott Hall School,DOE,General Academic,Junior High-Intermediate-Middle,Open,250 EAST 164 STREET,-73.917705,40.828009
11X455,X455,Harry S Truman High School,DOE,General Academic,High school,Open,750 BAYCHESTER AVENUE,-73.831669,40.874035
09X457,X457,Sheridan Academy for Young Leaders,DOE,General Academic,Elementary,Open,1116 SHERIDAN AVENUE,-73.917526,40.831873
12X458,X458,Samara Community School,DOE,General Academic,Elementary,Open,1550 VYSE AVENUE,-73.886995,40.834188
10X459,X459,East Fordham Academy for the Arts,DOE,General Academic,Junior High-Intermediate-Middle,Closed,120 EAST 184 STREET,-73.90049,40.859496
84X460,X460,Atmosphere Charter School,Charter,General Academic,Junior High-Intermediate-Middle,Open,22 MARBLE HILL AVENUE,-73.910426,40.875161
84X461,X461,Metropolitan Lighthouse Charter School,Charter,General Academic,K-12 all grades,Open,180 West 165th street,-73.929797,40.834599
11X462,X462,Cornerstone Academy for Social Action Middle Schoo,DOE,General Academic,Junior High-Intermediate-Middle,Open,3441 STEENWICK AVENUE,-73.830616,40.882778
12X463,X463,Urban Scholars Community School,DOE,General Academic,Elementary,Open,1180 TINTON AVENUE,-73.900121,40.828406
84X464,X464,Success Academy Charter School - Bronx 4 - New Yor,Charter,General Academic,Elementary,Open,885 BOLTON AVENUE,-73.859998,40.822925
84X465,X465,Boys Preparatory Charter School of New York,Charter,General Academic,Elementary,Open,192 EAST 151ST STREET,-73.927397,40.820298
08X467,X467,Mott Hall Community School,DOE,General Academic,Junior High-Intermediate-Middle,Open,650 HOLLYWOOD AVENUE,-73.818083,40.826794
11X468,X468,Pelham Academy of Academics and Community Engageme,DOE,General Academic,Junior High-Intermediate-Middle,Open,2441 WALLACE AVENUE,-73.865028,40.862098
75X469,X469,P469X - The Bronx School for Continuous Learners,DOE,Special Education,K-8,Open,3177 WEBSTER AVENUE,-73.875375,40.872559
72X470,X470,South Bronx Hs,DOE,General Academic,High school,Closed,701 ST ANN'S AVENUE,-73.911,40.8184
84X471,X471,American Dream Charter School,Charter,General Academic,Junior High-Intermediate-Middle,Open,510 EAST 141 STREET,-73.917417,40.809023
84X472,X472,Family Life Academy Charter School III,Charter,General Academic,Elementary,Open,370 Gerard Avenue,-73.929949,40.816245
84X493,X493,Success Academy Charter School - Bronx 1,Charter,General Academic,K-8,Open,339 MORRIS AVENUE,-73.925995,40.813681
07X473,X473,Mott Haven Village Preparatory High School,DOE,General Academic,High school,Open,701 ST. ANNS AVENUE,-73.911633,40.818041
10X475,X475,John F. Kennedy High School,DOE,General Academic,High school,Closed,99 TERRACE VIEW AVENUE,-73.912686,40.877379
10X477,X477,Marble Hill High School for International Studies,DOE,General Academic,High school,Open,99 TERRACE VIEW AVENUE,-73.912686,40.877379
12X478,X478,The Cinema School,DOE,General Academic,High school,Open,1551 EAST 172ND STREET,-73.878191,40.832508
12X479,X479,Bronx Career and College Preparatory High School,DOE,General Academic,High school,Open,800 HOME STREET,-73.900593,40.826933
12X480,X480,Bronx Regional High School,DOE,Transfer School,High school,Open,1010 REV. J. A. POLITE AVENUE,-73.898265,40.823124
11X481,X481,The STEAM Bridge School,DOE,General Academic,Elementary,Open,1684 WHITE PLAINS ROAD,-73.865498,40.843531
84X482,X482,Dr. Richard Izquierdo Health and Science Charter S,Charter,General Academic,Secondary School,Open,800 HOME STREET,-73.900593,40.826933
11X483,X483,The Matilda Avenue School,DOE,General Academic,Elementary,Open,4520 MATILDA AVENUE,-73.854402,40.901436
84X484,X484,Bronx Charter School for Better Learning II,Charter,General Academic,Elementary,Open,2545 GUNTHER AVENUE,-73.836525,40.863842
84X486,X486,Rosalyn Yalow Charter School,Charter,General Academic,Elementary,Open,116-118 EAST 169 STREET,-73.91735,40.836679
84X487,X487,Girls Preparatory Charter School of the Bronx,Charter,General Academic,K-8,Open,681 KELLY STREET,-73.901599,40.816078
84X488,X488,The Equality Charter School,Charter,General Academic,Secondary School,Open,4140 HUTCHINSON RIVER PKWAY EA,-73.823816,40.864073
84X489,X489,South Bronx Classical Charter School III,Charter,General Academic,Elementary,Open,3458 Third Avenue,-73.906403,40.829793
84X491,X491,Academic Leadership Charter School,Charter,General Academic,K-8,Open,677 EAST 141 STREET,-73.912557,40.807916
84X492,X492,South Bronx Early College Academy Charter School,Charter,General Academic,Junior High-Intermediate-Middle,Open,766 WESTCHESTER AVENUE,-73.904223,40.818069
84X494,X494,Success Academy Charter School - Bronx 2,Charter,General Academic,K-8,Open,450 SAINT PAUL'S PLACE,-73.90497,40.835934
07X495,X495,University Heights Secondary School,DOE,General Academic,High school,Open,701 ST. ANNS AVENUE,-73.911633,40.818041
84X496,X496,Icahn Charter School 4,Charter,General Academic,K-8,Open,1500 PELHAM PARKWAY SOUTH,-73.843013,40.856531
84X497,X497,Storefront Academy Charter School,Charter,General Academic,Elementary,Open,609 JACKSON AVENUE,-73.908773,40.814952
11X498,X498,P.S./M.S. 11X498 - Van Nest Academy,DOE,General Academic,K-8,Open,1640 BRONXDALE AVE,-73.857989,40.845023
07X500,X500,Hostos-Lincoln Academy of Science,DOE,General Academic,Secondary School,Open,600 SAINT ANN'S AVENUE,-73.912038,40.814857
09X501,X501,District 9 HS#1,DOE,General Academic,High school,"Initiated, never opened",240 EAST 172 STREET,-73.911366,40.839307
09X505,X505,"Bronx School for Law, Government and Justice",DOE,General Academic,Secondary School,Open,244 EAST 163 STREET,-73.919024,40.827461
11X508,X508,Bronxdale High School,DOE,General Academic,High school,Open,925 ASTOR AVENUE,-73.860729,40.860443
11X509,X509,High School of Language and Innovation,DOE,General Academic,High school,Open,925 ASTOR AVENUE,-73.860729,40.860443
12X511,X511,Bronx Envision Academy,DOE,General Academic,High school,Open,1619 BOSTON ROAD,-73.890591,40.836245
11X513,X513,New World High School,DOE,General Academic,High school,Open,921 EAST 228TH STREET,-73.852714,40.888242
11X514,X514,The Bronxwood Preparatory Academy,DOE,General Academic,High school,Open,921 EAST 228TH STREET,-73.852714,40.888242
09X517,X517,Frederick Douglass Academy III Secondary School,DOE,General Academic,High school,Open,3630 THIRD AVENUE,-73.903951,40.833493
08X519,X519,Felisa Rincon de Gautier Institute for Law and Pub,DOE,General Academic,High school,Closed,1440 STORY AVENUE,-73.881187,40.820486
07X520,X520,Foreign Language Academy of Global Studies,DOE,General Academic,High school,Closed,470 JACKSON AVENUE,-73.909363,40.811051
12X521,X521,The Metropolitan Soundview High School,DOE,General Academic,High school,Open,1300 BOYNTON AVENUE,-73.878191,40.832508
07X522,X522,Bronx Design and Construction Academy,DOE,Career Technical,High school,Open,333 EAST 151 STREET,-73.919949,40.818645
10X524,X524,Crotona International High School,DOE,Career Technical,High school,Open,2474 CROTONA AVENUE,-73.882487,40.855392
09X525,X525,Bronx Leadership Academy High School,DOE,General Academic,High school,Open,1710 WEBSTER AVENUE,-73.902969,40.84325
07X527,X527,Bronx Leadership Academy II High School,DOE,General Academic,High school,Open,730 CONCOURSE VILLAGE WEST,-73.922366,40.821828
11X529,X529,One World Middle School at Edenwald,DOE,General Academic,Junior High-Intermediate-Middle,Open,3750 BAYCHESTER AVENUE,-73.839682,40.886002
08X530,X530,Longwood Preparatory Academy,DOE,General Academic,High school,Open,965 LONGWOOD AVENUE,-73.897876,40.817741
12X531,X531,Archer Elementary School,DOE,General Academic,Elementary,Open,1827 ARCHER STREET,-73.866038,40.838151
11X532,X532,Baychester Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,3750 BAYCHESTER AVENUE,-73.839682,40.886002
12X536,X536,P.S. 536,DOE,General Academic,Elementary,Open,1827 ARCHER STREET,-73.866038,40.838151
08X537,X537,Bronx Arena High School,DOE,Transfer School,High school,Open,1440 STORY AVENUE,-73.881187,40.820486
84X538,X538,Icahn Charter School 5,Charter,General Academic,K-8,Open,1500 PELHAM PARKWAY SOUTH,-73.843013,40.856531
84X539,X539,New Visions Charter High School for Advanced Math,Charter,General Academic,High school,Open,99 TERRACE VIEW AVENUE,-73.912686,40.877379
08X540,X540,School for Community Research and Learning,DOE,General Academic,High school,Closed,1980 LAFAYETTE AVENUE,-73.85593,40.821218
11X541,X541,Global Enterprise High School,DOE,General Academic,High school,Closed,925 ASTOR AVENUE,-73.860729,40.860443
11X542,X542,Pelham Preparatory Academy,DOE,General Academic,High school,Open,925 ASTOR AVENUE,-73.860729,40.860443
09X543,X543,High School for Violin and Dance,DOE,General Academic,High school,Open,1110 BOSTON ROAD,-73.90392,40.827455
11X544,X544,High School for Contemporary Arts,DOE,General Academic,High school,Open,800 EAST GUN HILL ROAD,-73.861649,40.875172
11X545,X545,Bronx Aerospace High School,DOE,General Academic,High school,Open,800 EAST GUN HILL ROAD,-73.861649,40.875172
10X546,X546,Bronx Theatre High School,DOE,General Academic,High school,Open,99 TERRACE VIEW AVENUE,-73.912686,40.877379
07X547,X547,New Explorers High School,DOE,General Academic,High school,Closed,730 CONCOURSE VILLAGE WEST,-73.922366,40.821828
07X548,X548,Careers in Sports High School,DOE,General Academic,High school,Open,730 CONCOURSE VILLAGE WEST,-73.922366,40.821828
10X549,X549,Discovery High School,DOE,General Academic,High school,Open,2780 RESERVOIR AVENUE,-73.897066,40.869061
12X550,X550,High School of World Cultures,DOE,General Academic,High school,Open,1300 BOYNTON AVENUE,-73.878191,40.832508
07X551,X551,The Urban Assembly Bronx Academy of Letters,DOE,General Academic,Secondary School,Open,339 MORRIS AVENUE,-73.925995,40.813681
84X553,X553,New Visions Charter High School for the Humanities,Charter,General Academic,High school,Open,99 TERRACE VIEW AVENUE,-73.912686,40.877379
84X554,X554,New York City Montessori Charter School,Charter,General Academic,Elementary,Open,423 East 138th Street,-73.921888,40.808703
09X555,X555,Mount Eden Children's Academy,DOE,General Academic,Elementary,Open,1501 JEROME AVENUE,-73.916084,40.842503
11X556,X556,Bronx Park Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,2441 WALLACE AVENUE,-73.865028,40.862098
07X557,X557,Mott Haven Community High School,DOE,Transfer School,High school,Open,455 SOUTHERN BLVD,-73.907528,40.810671
08X558,X558,Westchester Square Academy,DOE,General Academic,High school,Open,3000 EAST TREMONT AVENUE,-73.839583,40.839775
08X559,X559,School for Tourism and Hospitality,DOE,Career Technical,High school,Open,900 TINTON AVENUE,-73.902892,40.821723
08X560,X560,Bronx Academy High School,DOE,Transfer School,High school,Closed,1440 STORY AVENUE,-73.881187,40.820486
08X561,X561,Bronx Compass High School,DOE,General Academic,High school,Open,1980 LAFAYETTE AVENUE,-73.85593,40.821218
08X562,X562,Blueprint Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,1111 PUGSLEY AVENUE,-73.857882,40.829153
08X563,X563,Collegiate Preparatory Academy At Longwood,DOE,General Academic,High school,"Initiated, never opened",965 LONGWOOD AVENUE,-73.897876,40.817741
09X564,X564,Claremont International HS,DOE,General Academic,High school,Open,240 EAST 172 STREET,-73.911366,40.839307
10X565,X565,High School for Energy and Technology,DOE,Career Technical,High school,Open,2474 CROTONA AVENUE,-73.882487,40.855392
11X566,X566,Pelham Gardens Middle School,DOE,General Academic,Junior High-Intermediate-Middle,Open,2545 GUNTHER AVENUE,-73.836525,40.863842
11X567,X567,Linden Tree Elementary School,DOE,General Academic,Elementary,Open,1560 PURDY STREET,-73.853203,40.838759
09X568,X568,Young Women's Leadership School of the Bronx,DOE,General Academic,Secondary School,Open,1865 MORRIS AVENUE,-73.909022,40.848552
08X569,X569,Throggs Neck High School,DOE,General Academic,High school,"Initiated, never opened",3000 EAST TREMONT AVENUE,-73.839583,40.839775
09X570,X570,Bronx Middle School Of Academic And Career Technol,DOE,General Academic,Junior High-Intermediate-Middle,"Initiated, never opened",1600 WEBSTER AVENUE,-73.904353,40.840536
09X571,X571,The College Avenue Academy,DOE,General Academic,Junior High-Intermediate-Middle,"Initiated, never opened",270 EAST 167 STREET,-73.91435,40.832022
10X572,X572,Innovative School Of Excellence At The Angelo Patr,DOE,General Academic,Junior High-Intermediate-Middle,"Initiated, never opened",2225 WEBSTER AVENUE,-73.897404,40.854257
09X574,X574,Business Enterprise High School,DOE,General Academic,High school,"Initiated, never opened",240 EAST 172 STREET,-73.911366,40.839307
10X575,X575,Norwood Academy Of Communal Excellence At The Isob,DOE,Budget Only,Junior High-Intermediate-Middle,"Initiated, never opened",149 EAST MOSHOLU PKWY N,-73.881245,40.876819
10X575,X575,Norwood Academy Of Communal Excellence At The Isob,DOE,Budget Only,Junior High-Intermediate-Middle,"Initiated, never opened",149 EAST MOSHOLU PKWY N,-73.881245,40.876819
07X576,X576,Bronx Institute For Automotive Technology,DOE,General Academic,High school,"Initiated, never opened",333 EAST 151 STREET,-73.919949,40.818645
10X577,X577,East Fordham College & Career Preparatory High Sch,DOE,General Academic,High school,"Initiated, never opened",500 EAST FORDHAM ROAD,-73.888625,40.859466
11X578,X578,NORTH BRONX ACADEMY,DOE,General Academic,Junior High-Intermediate-Middle,"Initiated, never opened",3750 BAYCHESTER AVENUE,-73.839682,40.886002
84X579,X579,Bronx Charter School for Excellence II,Charter,General Academic,Elementary,Open,1804 HOLLAND AVENUE,-73.864154,40.845897
84X581,X581,South Bronx Community Charter School,Charter,General Academic,High school,Open,730 CONCOURSE VILLAGE WEST,-73.922366,40.821828
08X583,X583,P.S. 583,DOE,General Academic,Elementary,Open,1028 WHITE PLAINS ROAD,-73.859622,40.826949
07X584,X584,I.S. 584,DOE,General Academic,Junior High-Intermediate-Middle,Open,600 SAINT ANN'S AVENUE,-73.912038,40.814857
84X585,X585,Legacy College Preparatory,Charter,General Academic,Secondary School,Open,416 WILLIS AVENUE,-73.919979,40.813077
84X586,X586,Brilla Veritas Charter School,Charter,General Academic,Elementary,Open,452 COLLEGE AVENUE,-73.921481,40.815311
84X587,X587,NYC Autism Charter School Bronx,Charter,Special Education,Ungraded,Open,1180 TINTON AVENUE,-73.900121,40.828406
84X588,X588,South Bronx Classical Charter School IV,Charter,General Academic,Elementary,Open,3458 Third Avenue,-73.906403,40.829793
84X589,X589,Bronx Charter School for Excellence 3,Charter,General Academic,Elementary,Open,3956 CARPENTER AVENUE,-73.862924,40.888351
